Ortsname                          Breite    Laenge
Moenkebude                        53n46     13e57
Moensheim                         48n52     8e52
Moerfelden                        49n58     8e34
Moers                             51n27     6e37
Moersch                           48n58     8e17
Moessingen                        48n24     9e3
Moettingen                        48n48     10e35
Mohorn                            51n0      13e28
Mohrungen                         53n56     19e56
Molbergen                         52n51     7e55
Mondfeld                          49n47     9e25
Monheim Schwaben                  48n50     10e51
Monheim am Rhein                  51n5      6e52
Monschau                          50n33     6e14
Monsheim                          49n38     8e12
Montabaur                         50n26     7e50
Moorburg                          53n17     7e53
Moordorf                          53n28     7e23
Moorrege                          53n40     9e39
Moorriem                          53n15     8e19
Moosburg an der Isar              48n29     11e57
Moosham                           48n56     12e16
Morag                             53n56     19e56
Morbach                           49n48     7e7
Moringen                          51n42     9e52
Morles                            50n38     9e51
Morsbach                          50n52     7e43
Moryn                             52n49     14e13
Mosbach                           49n21     9e8
Mosel                             50n47     12e28
Mragowo                           53n52     21e19
Much                              50n54     7e25
Mudau                             49n32     9e11
Mudersbach                        50n49     7e56
Muecheln                          51n28     11e48
Muecka                            51n18     14e40
Muecke                            50n38     9e3
Mueden an der Aller               52n31     10e22
Mueden in der Suedheide           52n52     10e7
Muegeln                           51n14     13e2
Muehlacker                        48n57     8e50
Muehlau                           50n54     12e45
Muehlberg                         51n26     13e13
Muehldorf am Inn                  48n15     12e32
Muehlen Eichsen                   53n45     11e15
Muehlenbeck                       52n40     13e22
Muehlenrahmede                    51n16     7e40
Muehlhausen                       51n33     7e44
Muehlhausen Thuer.                51n12     10e27
Muehlhausen im Taele              48n34     9e39
Muehlheim Hunsrueck               49n54     7e1
Muehlheim am Main                 50n7      8e50
Muehlheim an der Donau            48n1      8e53
Muehlheim an der Ruhr             51n24     6e54
Muehltroff                        50n32     11e55
Muehringen                        48n25     8e46
Muellenbach                       50n19     6e55
Muellheim                         47n48     7e38
Muellrose                         52n14     14e25
Muenchberg                        52n30     14e8
Muenchehofe                       52n30     13e40
Muenchen                          48n8      11e34
Muenchenbernsdorf                 50n49     11e56
Muenchhausen                      50n57     8e43
Muenchnerau                       48n32     12e5
Muenden                           51n25     9e39
Muennerstadt                      50n15     10e11
Muensing                          47n54     11e22
Muensingen                        48n25     9e29
Muenster                          51n57     7e37
Muensterberg                      50n37     17e0
Muenstermaifeld                   50n15     7e22
Muenzenberg                       50n27     8e46
Muesch                            50n23     6e49
Muggendorf                        49n48     11e16
Mulda                             50n48     13e25
Muldenstein                       51n40     12e19
Munderkingen                      48n14     9e38
Munster                           52n59     10e5
Murchin                           53n54     13e44
Murg                              47n33     8e1
Murnau                            47n40     11e12
Murrhardt                         48n59     9e34
Muschwitz                         51n11     12e7
Mussum                            51n48     6e34
Mutterstadt                       49n26     8e21
Mutzschen                         51n16     12e53
Mylau                             50n37     12e16
Mysliborz                         52n55     14e52
Myslowice                         50n15     19e7
Nabburg                           49n28     12e11
Nachrodt-Wiblingswerde            51n19     7e37
Nachterstedt                      51n49     11e20
Nagold                            48n33     8e43
Nahmer                            51n20     7e35
Naila                             50n19     11e42
Namslau                           51n5      17e42
Namyslow                          51n5      17e42
Nandlstadt                        48n32     11e48
Nassau Erzgeb.                    50n46     13e32
Nassau an der Lahn                50n19     7e47
Nassenfels                        48n48     11e16
Nassenheide                       52n49     13e12
Nastaetten                        50n12     7e51
Natorp                            51n30     7e38
Natternberg                       48n50     12e55
Nattwerder                        52n26     12e56
Natzungen                         51n36     9e14
Nauen                             52n36     12e52
Naumburg Hessen                   51n15     9e10
Naumburg am Queiss                51n12     15e25
Naumburg an der Saale             51n9      11e48
Naundorf                          50n56     13e25
Naunhof                           51n16     12e35
Nauroth                           50n42     7e52
Nebra                             51n17     11e34
Neckarailfingen                   48n36     9e16
Neckarbischofsheim                49n17     8e57
Neckarelz                         49n20     9e6
Neckargemuend                     49n23     8e47
Neckarsteinach                    49n25     8e53
Neckarsulm                        49n12     9e13
Neckartenzlingen                  48n35     9e14
Nedlitz                           51n4      12e14
Neermoor                          53n18     7e26
Neersen                           51n15     6e29
Neetze                            53n15     10e39
Negast                            54n15     13e1
Negenborn                         51n53     9e34
Neheim-Huesten                    51n27     7e57
Neidenburg                        53n22     20e26
Neimen                            51n29     7e48
Neinburg an der Saale             51n50     11e46
Neinburg an der Weser             52n38     9e13
Neindorf                          52n20     10e50
Neinstedt                         51n45     11e5
Nellingen                         48n33     9e47
Nellingen bei Stuttgart           48n44     9e18
Neman                             55n2      22e2
Nenndorf                          53n23     9e53
Neppermin                         53n56     14e2
Nerchau                           51n16     12e47
Nerenstetten                      48n31     10e6
Neresheim                         48n45     10e15
Neringa                           55n18     21e1
Nersingen                         48n25     10e7
Nesselwang                        47n37     10e30
Nessmersiel                       53n40     7e21
Nesterov                          54n38     22e34
Netra                             51n6      10e5
Nette                             52n2      10e5
Nettelstest                       52n18     8e41
Nettetal                          51n18     6e16
Netzschkau                        50n36     12e14
Neu Bentschen                     52n15     15e50
Neu Bueddenstedt                  52n10     10e31
Neu Fahrland                      52n26     13e3
Neu Kaliss                        53n10     11e17
Neu Kosenow                       53n47     13e46
Neu Luebbenau                     52n4      13e53
Neu Toeplitz                      52n27     12e54
Neu Wulmstorf                     53n28     9e48
Neu Zittau                        52n23     13e44
Neu-Hartmannsdorf                 52n22     13e51
Neu-Isenburg                      50n3      8e41
Neu-Ulm                           48n23     10e1
Neualbenreuth                     49n59     12e27
Neuastenberg                      51n10     8e29
Neubeckum                         51n48     8e1
Neubrandenburg                    53n33     13e15
Neubukow                          54n2      11e40
Neuburg am Inn                    48n30     13e27
Neuburg an der Donau              48n44     11e11
Neudamm                           52n45     14e40
Neudenau                          49n17     9e16
Neudietendorf                     50n55     10e55
Neudorf im Erzgeb.                50n29     12e58
Neudorf in Baden                  49n10     8e29
Neuemuehle                        52n18     13e39
Neuenbuerg                        48n50     8e35
Neuenburg Friesl.                 53n23     7e57
Neuenburg am Rhein                47n49     7e35
Neuendettelsau                    49n17     10e47
Neuendorf                         54n31     13e5
Neuenhagen bei Berlin             52n32     13e41
Neuenhaus                         52n30     6e59
Neuenhoven                        51n8      6e31
Neuenkirchen Kr. Wiedenbrueck     51n50     8e26
Neuenkirchen Krs. Land Hadeln     53n46     8e53
Neuenkirchen Lueneburger Heide    53n2      9e42
Neuenkirchen Ruegen               54n32     13e20
Neuenkirchen Unterweser           53n14     8e31
Neuenkirchen bei Bramsche         52n30     8e4
Neuenkirchen bei Rheine           52n14     7e22
Neuenrade                         51n17     7e47
Neuensalz                         50n30     12e13
Neuenstadt am Kocher              49n14     9e20
Neuenwalde                        53n40     8e40
Neuerburg                         50n0      6e17
Neufahrn bei Freising             48n19     11e40
Neufahrn in Niederbayern          48n44     9e22
Neugersdorf                       50n59     14e36
Neuglobsow                        53n9      13e2
Neuharlingersiel                  53n42     7e42
Neuhaus Elbe                      53n17     10e55
Neuhaus Thuer.                    50n30     11e8
Neuhaus an der Oste               53n48     9e2
Neuhaus im Hegau                  47n48     8e34
Neuhaus im Solling                51n45     9e31
Neuhaus-Schierschnitz             50n19     11e14
Neuhausen                         54n47     20e38
Neuhausen auf den Fildern         48n41     9e16
Neuhausen im Erzgeb.              50n41     13e28
Neuhausen ob Eck                  47n58     8e55
Neuhof                            50n27     9e40
Neuhof an der Zenn                49n27     10e38
Neukalen                          53n49     12e47
Neukieritzsch                     51n10     12e25
Neukirch Lausitz                  51n5      14e20
Neukirch bei Tettnang             47n39     9e41
Neukirch ueber Kamenz             51n17     13e58
Neukirchen an der Pleisse         50n47     12e22
Neukirchen bei Neuss              51n7      6e41
Neukirchen bei Niebuell           54n52     8e44
Neukirchen bei Oldenburg Holst.   54n19     11e1
Neukirchen bei Sulzbach-Rosenberg 49n32     11e38
Neukirchen kr. Huenfeld           50n46     9e41
Neukirchen ueber Borna            51n5      12e32
Neukirchen ueber Glauch           50n46     12e52
Neukirchen ueber Glauchau         50n46     12e52
Neukirchen ueber Hemau            49n5      11e45
Neukirchen ueber Losheim          49n29     6e50
Neukirchen-Vluyn                  51n27     6e33
Neukloster                        53n52     11e41
Neukuhren                         54n57     20e20
Neulangerwisch                    52n19     13e4
Neulienken                        53n27     14e22
Neulussheim                       49n17     8e31
Neumagen                          49n51     6e53
Neumark                           50n39     12e21
Neumarkt                          51n10     16e36
Neumarkt in der Oberpfalz         49n16     11e28
Neumarkt-Sankt Veit               48n22     12e30
Neumuele                          49n28     11e50
Neumuenster                       54n4      9e59
Neunburg vorm Wald                49n21     12e24
Neundorf                          51n49     11e34
Neunkirchen                       50n32     8e6
Neunkirchen am Brand              49n37     11e8
Neunkirchen am Potzberg           49n30     7e29
Neunkirchen/Saar                  49n20     7e10
Neuoetting                        48n14     12e42
Neupetershain                     51n36     14e9
Neuravensburg                     47n38     9e46
Neurode                           50n35     16e31
Neuruppin                         52n55     12e48
Neusalz                           51n48     15e44
Neusalza-Spremberg                51n2      14e32
Neuseddin                         52n18     12e59
Neusorg                           49n56     11e58
Neuss                             51n12     6e41
Neustadt                          52n52     12e25
Neustadt                          50n51     9e7
Neustadt am Ruebenberge           52n30     9e28
Neustadt an der Aisch             49n34     10e37
Neustadt an der Donau             48n48     11e46
Neustadt an der Waldnaab          49n44     12e11
Neustadt an der Weinstrasse       49n21     8e8
Neustadt bei Coburg               50n19     11e7
Neustadt in Holstein              54n6      10e48
Neustadt in Oberschlesien         50n19     17e34
Neustadt ueber Hoyerswerda        51n1      14e13
Neustadt(orla)                    50n44     11e44
Neustadt-Glewe                    53n25     22e36
Neustaedtel                       51n42     15e45
Neustettin                        53n43     16e42
Neustrelitz                       53n12     13e4
Neutraubling                      48n59     12e12
Neutrebbin                        52n40     14e14
Neuwarp                           53n44     14e16
Neuwedell                         53n13     15e45
Neuwied                           50n25     7e27
Neuwirtshaus                      50n11     9e50
Neuzelle                          52n5      14e38
Neviges                           51n19     7e5
Nidda                             50n24     9e0
Nideggen                          50n47     6e29
Nidzica                           53n22     20e26
Niebuell                          54n48     8e50
Nieder-Lehnstein                  50n19     7e36
Nieder-Moerlen                    50n23     8e43
Nieder-Neuendorf                  52n37     13e12
Nieder-Ohmen                      50n38     9e2
Nieder-Olm                        49n55     8e11
Nieder-Woellstadt                 50n16     8e46
Niederaschau                      47n47     12e19
Niederau                          51n10     13e32
Niederaula                        50n48     9e36
Niederbobritzsch                  50n54     13e26
Niederbonsfeld                    51n23     7e8
Niederdonk                        51n14     6e41
Niederfinow                       52n50     13e55
Niederfringhausen                 51n21     7e10
Niederfrohna                      50n53     12e43
Niederhaverbeck                   53n9      9e54
Niederheimbach                    50n2      7e48
Niederhohne                       51n13     10e6
Niederkruechten                   51n12     6e13
Niederlehme                       52n19     13e39
Niedermarsberg                    53n25     10e21
Niederndodeleben                  52n8      11e30
Niedernhall                       49n17     9e36
Niederoderwitz                    50n57     14e44
Niederorschel                     51n22     10e25
Niedersachswerfen                 51n33     10e46
Niedersee                         53n39     21e35
Niederselters                     50n20     8e14
Niedersonthofen                   47n38     10e13
Niederstetten                     49n24     9e55
Niederstotzingen                  48n32     10e14
Niederwalgern                     50n44     8e41
Niederwiesa                       50n51     13e1
Niederwoehren                     52n21     9e8
Niederwuerschnitz                 50n43     12e45
Nieheim                           51n48     9e6
Niemegk                           52n4      12e41
Niemodlin                         50n39     17e37
Nienberge                         52n0      7e34
Nienborg-Wigbold                  52n8      7e6
Niendorf                          53n59     10e50
Nienhagen bei Celle               52n33     10e5
Nienhagen ueber Oschersleben      51n57     11e9
Nierst                            51n19     6e43
Nierstein                         49n52     8e20
Niesky                            51n17     14e49
Nievenheim                        51n7      6e46
Nikolaiken                        53n49     21e36
Nittenau                          49n12     12e16
Nittendorf                        49n2      11e58
Nobitz                            50n58     12e29
Nochten                           51n26     14e36
Noer                              54n27     10e0
Noerdlingen                       48n51     10e30
Noerenberg                        53n27     15e33
Noerten-Hardenberg                51n38     9e56
Nonnenhorn                        47n34     9e36
Nonnevitz                         54n39     13e17
Nonnweiler                        49n36     6e58
Nordboegge                        51n37     7e44
Norddeich                         53n37     7e9
Norden                            53n36     7e12
Nordendorf                        48n36     10e50
Nordenham                         53n29     8e28
Norderney                         53n42     7e8
Norderstapel                      54n21     9e14
Norderstedt                       53n43     10e0
Nordgermersleben                  52n13     11e20
Nordhalben                        50n22     11e30
Nordhausen                        51n30     10e47
Nordheim von der Rhoen            50n28     10e11
Nordhorn                          52n27     7e5
Nordkirchen                       51n44     7e31
Nordstemmen                       52n9      9e46
Nordwalde                         52n5      7e28
Norf                              51n9      6e43
Northeim                          51n42     10e0
Nortorf                           53n55     9e16
Nossen                            51n3      13e17
Notteuln                          51n55     7e22
Nottleben                         50n58     10e50
Novostrojevo                      54n27     21e50
Nowa Ruda                         50n35     16e31
Nowa Sol                          51n48     15e44
Nowe Miasteczko                   51n42     15e45
Nowe Warpno                       53n44     14e16
Nowogard                          53n40     15e8
Nowogrodziec                      51n12     15e25
Nudow                             52n20     13e10
Nuenchritz                        51n18     13e23
Nuerburg                          50n21     6e57
Nuernberg                         49n27     11e4
Nuertlingen                       48n38     8e53
Nueye                             51n7      7e22
Nusplingen                        48n8      8e53
Nysa                              50n29     17e20
Oaberbauer                        51n17     7e26
Ober-Abtsteinach                  49n33     8e47
Ober-Ramstadt                     49n49     8e44
Ober-Roden                        49n59     8e50
Ober-Wilden                       50n48     8e5
Oberalteich                       48n55     12e40
Oberammergau                      47n35     11e4
Oberau                            47n33     11e8
Oberaudorf                        47n39     12e10
Oberbieber                        50n28     7e29
Oberbonsfeld                      51n22     7e8
Oberbruegge                       51n11     7e34
Oberdolling                       48n50     11e35
Oberdorla                         51n10     10e25
Oberelfringhausen                 51n20     7e11
Obergeis                          50n54     9e35
Oberglogau                        50n22     17e51
Oberguenzburg                     47n51     10e25
Obergurig                         51n7      14e24
Oberhaan                          51n13     7e2
Oberhaching                       48n2      11e37
Oberharmersbach                   48n22     8e7
Oberhausen                        51n28     6e50
Oberhof                           50n41     10e44
Oberhollerau                      48n41     12e27
Oberjettingen                     48n34     8e46
Oberjoch                          47n31     10e23
Oberkaufungen                     51n17     9e38
Oberkirch                         48n31     8e5
Oberkirchen                       51n9      8e22
Oberkochen                        48n47     10e6
Oberkotzau                        50n16     11e56
Oberlungwitz                      50n47     12e44
Obermarchtal                      48n14     9e34
Obermeiser                        51n26     9e19
Obermoschel                       49n44     7e46
Obernbeck                         52n12     8e41
Obernburg am Main                 49n50     9e8
Oberndorf                         53n45     9e8
Oberndorf am Neckar               48n18     8e34
Obernkirchen                      52n16     9e7
Obernsees                         49n55     11e23
Obernzell                         48n34     13e39
Oberoderwitz                      50n58     14e42
Oberpleis                         50n43     7e16
Oberried                          49n6      13e3
Oberroeblingen                    51n26     11e18
Oberscheidental                   49n30     9e9
Oberscheinfeld                    50n44     8e20
Oberschleissheim                  48n15     11e34
Obersickte                        52n13     10e38
Oberspier                         51n19     10e51
Oberstadtfeld                     50n10     6e46
Oberstaufen                       47n33     10e1
Oberstdorf                        47n24     10e16
Oberstreu                         50n24     10e17
Obersuhl                          50n56     10e2
Obersunnersdorf                   51n2      14e40
Obertheres                        50n1      10e26
Obertraubling                     48n58     12e10
Obertuerken                       48n19     12e50
Oberursel                         50n11     8e35
Oberviechtach                     49n28     12e25
Oberweissbach                     50n35     11e8
Oberweissenbrunn                  50n24     9e57
Oberwengern                       51n23     7e22
Oberwesel                         50n6      7e43
Oberwiesenthal                    50n25     12e59
Oberwolfach                       48n19     8e12
Obgruiten                         51n13     7e1
Obhausen                          51n23     11e39
Obing                             48n0      12e24
Obrighoven-Lackhausen             51n40     6e38
Obryta                            53n13     14e59
Ochsenfurt                        49n40     10e3
Ochsenhausen                      48n4      9e56
Ochtendung                        50n21     7e23
Ochtrup                           52n13     7e11
Ockholm                           54n40     8e49
Odelzhausen                       48n19     11e12
Odenthal                          51n2      7e7
Oderberg                          52n52     14e2
Odra Port                         53n52     14e14
Oebisfelde                        52n25     10e59
Oederan                           50n52     13e9
Oeding                            51n56     6e49
Oedt                              51n19     6e22
Oeflingen                         47n35     7e55
Oehringen                         49n12     9e29
Oelde                             51n49     8e8
Oels                              51n13     17e23
Oelsig                            51n41     13e22
Oelsnitz                          50n24     12e10
Oelsnitz bei Zwickau              50n43     12e41
Oelsnitz im Vogtland              50n24     12e10
Oer-Erkenschwick                  51n39     7e15
Oerlinghausen                     51n57     8e39
Oermten                           51n29     6e27
Oesede                            52n12     8e4
Oeslau                            50n17     11e1
Oestrich                          51n22     7e38
Oestrich bei Dorsten              51n40     6e55
Oestringen                        49n13     8e43
Oestrum                           51n25     6e40
Oettingen in Bayern               48n57     10e36
Oeventrop                         51n23     8e8
Oeversee                          54n42     9e26
Offenbach                         50n8      8e47
Offenburg                         48n28     7e57
Offingen                          48n29     10e21
Oggersheim                        49n29     8e22
Ognica                            53n7      14e27
Ogrosen                           51n42     14e2
Ohlau                             50n57     17e17
Ohorn                             51n10     14e2
Ohrdruf                           50n50     10e44
Ohrnberg                          49n15     9e27
Ohu                               48n36     12e14
Oker                              51n54     10e29
Okonek                            53n33     16e50
Olawa                             50n57     17e17
Olbernhau                         50n39     13e20
Olbersdorf                        50n52     14e46
Olbersleben                       51n9      11e20
Oldenbrok                         53n17     8e23
Oldenburg                         53n8      8e13
Oldenburg in Holstein             54n17     10e52
Oldendorf                         53n35     9e14
Oldenstadt                        52n58     10e35
Oldersum                          53n20     7e20
Olderswort                        54n22     8e56
Oldisleben                        51n18     11e10
Olecko                            54n3      22e30
Olesnica                          51n13     17e23
Olesno                            50n53     18e25
Olfen                             51n42     7e23
Olpe                              51n2      7e52
Olsberg                           51n21     8e29
Olsztyn                           53n48     20e29
Olsztynek                         53n36     20e17
Olvenstedt                        52n9      11e34
Onstmettingen                     48n17     9e0
Oos                               48n47     8e11
Opherdicke                        51n29     7e38
Opladen                           51n4      7e0
Opole                             50n41     17e55
Oppach                            51n3      14e30
Oppelhain                         51n33     13e35
Oppeln                            50n41     17e55
Oppenau                           48n28     8e10
Oppenheim                         49n51     8e21
Oranienbaum                       51n48     12e24
Oranienburg                       52n45     13e14
Orken                             51n6      6e34
Orlamuende                        50n47     11e31
Orneta                            54n8      20e8
Orsoy                             51n31     6e41
Ortelsburg                        53n34     21e0
Ortenberg bei Offenburg           48n27     7e58
Ortenberg in Hessen               50n21     9e2
Ortenburg                         48n33     13e14
Orth                              54n27     11e3
Ortrand                           51n22     13e45
Orzysz                            53n49     21e56
Oschatz                           51n17     13e7
Oschersleben                      52n1      11e13
Osinow Dolny                      52n48     14e10
Osnabrueck                        52n16     8e2
Osno                              52n28     14e50
Ossenberg                         51n34     6e35
Ossling                           51n21     14e9
Ossum-Boesinghoven                51n18     6e39
Ost-Berlin                        52n32     13e25
Ost-Suemmern                      51n26     7e44
Ostbevern                         52n2      7e50
Ostbueren                         51n31     7e46
Ostenfelde                        51n52     8e4
Osterath                          51n16     6e37
Osterboenen                       51n37     7e48
Osterburg                         52n47     11e44
Osterburken                       49n26     9e26
Ostercappeln                      52n20     8e13
Osterfeld                         51n5      11e56
Osterhofen                        48n42     13e1
Osterholz-Scharmbeck              53n14     8e47
Osternienburg                     51n48     12e1
Osterode                          51n44     10e11
Osterode                          53n43     19e59
Osterroenfeld                     54n17     9e41
Osterwick                         52n1      7e13
Osterwieck                        51n58     10e42
Ostfeld                           51n40     7e45
Ostgrossefehn                     53n24     7e36
Ostheim vor der Rhoen             50n27     10e14
Osthofen                          49n42     8e19
Ostrach                           47n57     9e23
Ostrau                            51n12     13e9
Ostrhauderfehn                    53n8      7e37
Ostritz                           51n1      14e56
Ostroda                           53n43     19e59
Ostseebad Boltenhagen             54n0      11e12
Ostseebad Dierhagen               54n17     12e22
Ostseebad Graal-Mueritz           54n15     12e12
Ostseebad Nienhagen               54n9      11e37
Ostseebad Rerik                   54n6      11e37
Ostseebad Wustrow                 54n21     12e23
Ostssebad Ahrenshoop              54n23     12e25
Oswiecim                          50n3      19e12
Othfresen                         52n0      10e23
Otmuchow                          50n28     17e10
Ottbergen                         51n42     9e18
Ottendorf-Okrilla                 51n11     13e50
Ottenhoefen                       48n34     8e9
Otterberg                         49n30     7e46
Otterhoefen                       48n33     8e12
Otterndorf                        53n48     8e53
Ottersberg                        53n6      9e8
Ottleben                          52n5      11e7
Ottmachau                         50n28     17e10
Ottmarsbocholt                    51n49     7e32
Ottobeuren                        47n56     10e18
Ottobrunn                         48n4      11e40
Ottoschwanden                     48n12     7e52
Ottweiler                         49n24     7e9
Ovelgoenne                        53n20     8e25
Overath                           50n55     7e14
Overberge                         51n37     7e41
Owen                              48n35     9e27
Oy                                47n38     10e28
Oybin                             50n50     14e44
Oyten                             53n4      9e1
Oz'orsk                           54n25     22e1
Ozimek                            50n41     18e13
Paaren                           52n39     12e59
Paczkow                           50n27     17e0
Paderborn                         51n43     8e45
Paewesin                          52n31     12e42
Palmnicken                        54n52     19e57
Pampow                            53n32     14e15
Pang                              47n49     12e5
Panker                            54n20     10e34
Pansfelde                         51n39     11e16
Papenburg                         53n5      7e23
Pappenheim                        50n47     10e27
Pappenheim an der Altmuehl        48n56     10e58
Parchen                           52n21     12e5
Parchim                           53n25     11e51
Parchwitz                         51n17     16e22
Parey                             52n22     11e59
Parkstein                         49n44     12e4
Parkstetten                       48n55     12e36
Parsberg                          49n9      11e43
Parsdorf                          48n9      11e47
Pasewalk                          53n30     14e0
Paslek                            54n5      19e39
Passau                            48n35     13e28
Passow                            53n8      14e6
Patersdorf                        49n1      12e59
Pattensen                         52n15     9e46
Pattscheid                        51n5      7e3
Patzig                            54n28     13e24
Paulinenaue                       52n40     12e43
Paulushofen                       49n1      11e30
Pausa                             50n35     12e0
Pausin                            52n38     13e3
Peckeloh                          52n1      8e7
Peckelsheim                       51n36     9e7
Peenemuende                       54n8      13e46
Pegau                             51n10     12e14
Pegnitz                           49n45     11e33
Peine                             52n19     10e13
Peiskretscham                     50n24     18e38
Peissenberg                       47n48     11e4
Peiting                           47n47     10e55
Peitz                             51n51     14e24
Pelczyce                          53n3      15e18
Pelkum in Westf.                  51n39     7e45
Pellingen                         49n40     6e40
Pelsin                            53n48     13e40
Pemfling                          49n16     12e37
Penig                             50n56     12e41
Penkun                            53n17     14e14
Penzberg                          47n45     11e23
Penzig                            51n15     15e3
Penzlin                           53n30     13e5
Perl                              49n28     6e36
Perleberg                         53n4      11e51
Perwenitz                         52n40     13e1
Pesch                             51n11     6e32
Pessin                            52n38     12e40
Petersberg                        50n33     9e43
Petersdorf auf Fehmarn            54n29     11e4
Petersdorf in Schwaben            48n31     11e2
Petershagen an der Weser          52n23     8e58
Petershagen bei Berlin            52n31     13e46
Petershagen bei Frankfurt/Oder    52n24     14e20
Petershausen                      48n24     11e28
Peterskirchen                     48n5      12e29
Petkus                            51n59     13e21
Petzow                            52n21     12e56
Pewsum                            53n26     7e5
Pfaffenhausen                     48n7      10e27
Pfaffenhofen an der Ilm           48n31     11e30
Pfalzdorf                         51n42     6e11
Pfalzel                           49n47     6e41
Pfarrkirchen                      48n27     12e56
Pfarrweisach                      50n9      10e44
Pfatter                           48n58     12e23
Pfeddersheim                      49n38     8e16
Pfeffenhausen                     48n40     11e58
Pfoerten                          51n45     14e45
Pforzen                           47n55     10e37
Pforzheim                         48n54     8e42
Pfreimd                           49n30     12e11
Pfronten                          47n34     10e33
Pfuenz                            48n53     11e16
Pfuhl                             48n24     10e2
Pfullendorf                       47n55     9e15
Pfullingen                        48n28     9e13
Pfungstadt                        49n48     8e36
Philippsreut                      48n52     13e41
Philippsthal                      52n20     13e9
Piding                            47n46     12e55
Pieniezno                         54n15     20e8
Piensk                            51n15     15e3
Pila                              53n10     16e44
Pillau                            54n39     19e55
Pilsum                            53n29     7e4
Pinneberg                         53n40     9e47
Pionerskij                        54n57     20e20
Pirk                              50n25     12e4
Pirmasens                         49n12     7e36
Pirna                             50n58     13e56
Pisz                              53n38     21e49
Pitschen                          51n7      18e11
Planegg                           48n6      11e25
Plankenfels                       49n53     11e20
Plathe                            53n49     15e16
Plattling                         48n47     12e53
Plau                              53n27     12e16
Plaue Thuer.                      50n47     10e54
Plaue bei Brandenburg             52n24     12e25
Plauen                            50n30     12e8
Pleinfeld                         49n6      10e59
Pleissa                           50n50     12e46
Pless                             48n5      10e8
Pless                             49n59     18e57
Plessa                            51n28     13e37
Plettenberg                       51n13     7e52
Pleystein                         49n39     12e25
Pliening                          48n12     11e48
Pliezhausen                       48n33     9e12
Plochingen                        48n42     9e25
Ploen                             54n9      10e25
Ploetz                            51n38     11e56
Ploty                             53n49     15e16
Pobershau                         50n38     13e13
Pockau                            50n40     13e27
Pocking                           48n24     13e19
Poecking                          47n58     11e17
Poehla                            50n31     12e49
Poehlde                           51n37     10e18
Poelitz                           53n35     14e33
Poelzig                           50n57     12e11
Poenitz                           54n3      10e40
Poernbach                         48n37     11e28
Poesing                           49n14     12e33
Poessneck                         50n42     11e37
Poetenitz                         53n57     10e58
Poettmes                          48n35     11e6
Poggendorf                        54n3      13e7
Poing                             48n10     11e49
Polanow                           54n8      16e39
Polch                             50n18     7e18
Polczyn Zdroj                     53n46     16e6
Polessk                           54n52     21e5
Police                            53n35     14e33
Pollanten                         49n9      11e28
Polleben                          51n34     11e36
Pollenfeld                        48n57     11e12
Polling                           47n48     11e9
Pollnow                           54n8      16e39
Polsum                            51n37     7e3
Pomellen                          53n20     14e23
Pommersfelden                     49n46     10e49
Pomssen                           51n14     12e37
Pondorf                           48n57     11e34
Ponitz                            50n51     12e25
Poppenhausen                      50n6      10e8
Porta Westfalica                  52n14     8e55
Porz                              50n53     7e3
Poseritz                          54n18     13e16
Possendorf                        50n57     13e42
Postau                            48n39     12e20
Postbauer                         49n19     11e21
Potsdam                           52n24     13e4
Potshausen                        53n11     7e37
Pottenstein                       49n46     11e25
Pouch                             51n37     12e24
Poxau                             48n34     12e33
Prabuty                           53n46     19e10
Prackenbach                       49n6      12e50
Pramort                           54n26     12e55
Pratau                            51n50     12e38
Pravdinsk                         54n27     21e1
Preetz                            54n14     10e16
Premnitz                          52n32     12e19
Prenzlau                          53n19     13e52
Prerow                            54n26     12e35
Pressath                          49n46     11e56
Pressel                           51n34     12e41
Prettin                           51n39     12e55
Pretzfeld                         49n45     11e11
Pretzier                          52n49     11e15
Pretzsch                          51n42     12e48
Preussisch Eylau                  54n23     20e39
Preussisch Friedland              53n33     17e14
Preussisch Holland                54n5      19e39
Preussisch Koenigsdorf            50n53     18e25
Preussisch-Oldendorf              52n18     8e30
Preussische-Stroehen              52n29     8e40
Prien am Chiemsee                 47n51     12e20
Prieros                           52n13     13e46
Priestewitz                       51n15     13e30
Primkenau                         51n32     15e48
Primorje                          54n57     20e2
Primorsk                          54n44     20e1
Primstal                          49n32     6e58
Priort                            52n31     12e58
Pritzerbe                         52n30     12e27
Pritzier                          53n22     11e4
Pritzwalk                         53n9      12e10
Probstzella                       50n32     11e22
Prochowice                        51n17     16e22
Proesen                           51n25     13e30
Proetzel                          52n38     13e59
Profen                            51n7      12e13
Pronsfeld                         50n10     6e20
Prosigk                           51n42     12e3
Prostken                          53n43     22e26
Prostki                           53n43     22e26
Prudnik                           50n19     17e34
Pruem                             50n12     6e25
Prunn                             48n57     11e44
Prutting                          47n53     12e11
Przemkow                          51n32     15e48
Przemocze                         53n27     14e55
Przewoz                           51n29     14e59
Przybiernow                       53n46     14e46
Pszczyna                          49n59     18e57
Pszow                             50n3      18e24
Puchhausen                        48n45     12e30
Puchheim                          48n9      11e20
Puenderich                        50n2      7e8
Puett                             51n11     6e59
Puettlingen                       49n17     6e53
Puffendorf                        50n56     6e13
Pulheim                           51n0      6e47
Pullach im Isartal                48n3      11e31
Pulsen                            51n23     13e26
Pulsnitz                          51n11     14e1
Putbus                            54n21     13e28
